a,theta_rad,speed
2.0,0.8508480103472356,2.296679340972183
2.0,0.8639379797371931,2.289557437458008
2.0,0.8770279491271505,2.2828599041938347
2.0,0.890117918517108,2.276580905849748
2.0,0.9032078879070655,2.270623038839581
2.0,0.916297857297023,2.2646479461241213
2.0,0.9293878266869804,2.2586260233258955
2.0,0.9424777960769379,2.2525587221674854
2.0,0.9555677654668954,2.246447499754815
2.0,0.9686577348568528,2.2402938180230834
2.0,0.9817477042468103,2.234099143181986
2.0,0.9948376736367678,2.2278649451607677
2.0,1.0079276430267252,2.22159269705309
2.0,1.0210176124166828,2.2152838745626653
2.0,1.03410758180664,2.2089399554493596
2.0,1.0471975511965976,2.2025624189766617
2.0,1.0602875205865552,2.196152745360642
2.0,1.0733774899765125,2.1897124152207326
2.0,1.08646745936647,2.183242909032934
2.0,1.0995574287564276,2.176745706585571
2.0,1.112647398146385,2.1702222864381397
2.0,1.1257373675363425,2.163674125383629
2.0,1.1388273369263,2.1571026979145316
2.0,1.1519173063162573,2.150509475693177
2.0,1.1650072757062149,2.1438959270265414
2.0,1.1780972450961724,2.1372635163460743
2.0,1.1911872144861297,2.130613703692852
2.0,1.2042771838760873,2.1239479442083606
2.0,1.2173671532660448,2.117267687631461
2.0,1.2304571226560022,2.110574377801761
2.0,1.2435470920459597,2.103869452169768
2.0,1.2566370614359172,2.0971543413142726
2.0,1.2697270308258746,2.090430468467254
2.0,1.2828170002158321,2.0836992490465818
2.0,1.2959069696057897,2.0769620901970782
2.0,1.308996938995747,2.070220390340019
2.0,1.3220869083857045,2.0634755387315735
2.0,1.335176877775662,2.056728915030426
2.0,1.3482668471656194,2.0499818888749317
2.0,1.361356816555577,2.0432358194700484
2.0,1.3744467859455345,2.0364920551844037
2.0,1.3875367553354918,2.029751933157776
2.0,1.4006267247254494,2.023016778919093
2.0,1.413716694115407,2.0162879060155703
2.0,1.4268066635053642,2.009566615652723
2.0,1.4398966328953218,2.002854196346057
2.0,1.4529866022852793,1.9961519235841045
2.0,1.4660765716752366,1.989461059503487
2.0,1.4791665410651942,1.982782852575827
2.0,1.4922565104551517,1.9761185373069416
2.0,1.505346479845109,1.9694693339483713
2.0,1.5184364492350666,1.962836448221342
2.0,1.5315264186250241,1.9562210710534664
2.0,1.5446163880149815,1.9496243783281066
2.0,1.557706357404939,1.9430475306466555
2.0,1.5707963267948966,1.9364916731037063
2.0,1.5838862961848539,1.9299579350753113
2.0,1.5969762655748114,1.9234474300202358
2.0,1.610066234964769,1.9169612552943995
2.0,1.6231562043547263,1.9105004919784
2.0,1.6362461737446838,1.904066204718223
2.0,1.6493361431346414,1.8976594415790977
2.0,1.6624261125245987,1.8912812339124265
2.0,1.6755160819145563,1.8849325962358314
2.0,1.6886060513045138,1.8786145261262668
2.0,1.7016960206944711,1.8723280041260004
2.0,1.7147859900844287,1.8660739936615478
2.0,1.7278759594743862,1.859853440975332
2.0,1.7409659288643435,1.8536672750700767
2.0,1.754055898254301,1.8475164076656263
2.0,1.7671458676442586,1.8414017331682793
2.0,1.780235837034216,1.8353241286522852
2.0,1.7933258064241735,1.829284453853429
2.0,1.806415775814131,1.823283551174523
2.0,1.8195057452040884,1.8173222457025808
2.0,1.832595714594046,1.8114013452374955
2.0,1.8456856839840035,1.8055216403319996
2.0,1.8587756533739608,1.799683904342654
2.0,1.8718656227639183,1.7938888934916797
2.0,1.8849555921538759,1.788137346939326
2.0,1.8980455615438332,1.7824299868665996
2.0,1.9111355309337907,1.7767675185679899
2.0,1.9242255003237483,1.771150630553965
2.0,1.9373154697137056,1.765579994663053
2.0,1.9504054391036632,1.7600562661830175
2.0,1.9634954084936207,1.7545800839809864
2.0,1.976585377883578,1.7491520706422712
2.0,1.9896753472735356,1.7437728326173776
2.0,2.002765316663493,1.7384429603771103
2.0,2.0158552860534504,1.733163028575337
2.0,2.028945255443408,1.7279335962191418
2.0,2.0420352248333655,1.7227552068460206
2.0,2.055125194223323,1.7176283887078192
2.0,2.06821516361328,1.7125536549611233
2.0,2.0813051330032377,1.707531503863681
2.0,2.0943951023931953,1.7025624189766653
2.0,2.107485071783153,1.6976468693723028
2.0,2.1205750411731104,1.692785309846716
2.0,2.133665010563068,1.6879781811374848
2.0,2.146754979953025,1.6832259101457332
2.0,2.1598449493429825,1.6785289101623881
2.0,2.17293491873294,1.6738875810982456
2.0,2.1860248881228976,1.6693023097175832
2.0,2.199114857512855,1.664773469875012
2.0,2.2122048269028127,1.6603014227552428
2.0,2.22529479629277,1.6558865171153947
2.0,2.2383847656827274,1.651529089529749
2.0,2.251474735072685,1.6472294646363714
2.0,2.2645647044626425,1.642987955385589
2.0,2.2776546738526,1.638804863289831
2.0,2.2907446432425576,1.634680478674678
2.0,2.3038346126325147,1.6306150809307773
2.0,2.316924582022472,1.6266089387664202
